"City","Excess heat factor","RRfit","RRlow","RRhigh"
"Melbourne",-54.9,-2.42204377400578,-16.261940582222,13.7052566950291
"Melbourne",-54.8,-2.41691184400955,-16.2231730357149,13.6645948421909
"Melbourne",-54.7,-2.41178142483587,-16.1844146755964,13.6239801680556
"Melbourne",-54.6,-2.40665252268005,-16.1456656211193,13.5834127404119
"Melbourne",-54.5,-2.40152514373856,-16.106925991704,13.5428926269449
"Melbourne",-54.4,-2.39639929420903,-16.0681959069383,13.5024198952372
"Melbourne",-54.3,-2.3912749802903,-16.0294754865773,13.4619946127684
"Melbourne",-54.2,-2.38615220818237,-15.9907648505433,13.4216168469159
"Melbourne",-54.1,-2.3810309840864,-15.9520641189255,13.3812866649554
"Melbourne",-54,-2.37591131420473,-15.9133734119799,13.3410041340609
"Melbourne",-53.9,-2.37079320474088,-15.8746928501291,13.3007693213052
"Melbourne",-53.8,-2.36567666189954,-15.8360225539621,13.2605822936604
"Melbourne",-53.7,-2.36056169188654,-15.7973626442342,13.220443117998
"Melbourne",-53.6,-2.35544830090895,-15.7587132418668,13.1803518610897
"Melbourne",-53.5,-2.35033649517491,-15.720074467947,13.140308589607
"Melbourne",-53.4,-2.3452262808938,-15.6814464437278,13.1003133701224
"Melbourne",-53.3,-2.34011766427614,-15.6428292906276,13.0603662691094
"Melbourne",-53.2,-2.33501065153362,-15.6042231302301,13.0204673529426
"Melbourne",-53.1,-2.32990524887908,-15.5656280842842,12.9806166878984
"Melbourne",-53,-2.32480146252655,-15.5270442747037,12.9408143401554
"Melbourne",-52.9,-2.31969929869119,-15.4884718235671,12.9010603757945
"Melbourne",-52.8,-2.31459876358935,-15.4499108531175,12.8613548607996
"Melbourne",-52.7,-2.30949986343851,-15.4113614857623,12.8216978610574
"Melbourne",-52.6,-2.30440260445733,-15.3728238440731,12.7820894423583
"Melbourne",-52.5,-2.29930699286562,-15.3342980507853,12.7425296703968
"Melbourne",-52.4,-2.29421303488435,-15.2957842287981,12.7030186107714
"Melbourne",-52.3,-2.28912073673565,-15.2572825011743,12.6635563289852
"Melbourne",-52.2,-2.28403010464278,-15.21879299114,12.6241428904463
"Melbourne",-52.1,-2.27894114483018,-15.1803158220842,12.5847783604682
"Melbourne",-52,-2.27385386352343,-15.141851117559,12.5454628042701
