"","location","Parameter","Coefficient","SE","LCI","UCI","RR","RR LCI","RR UCI","t-value","p-value","sig"
"85",,"Sat:school.hols3",-0.00699099035291604,0.0282792755178878,-0.0624173518768615,0.0484353711710294,0.993033389773316,0.939490706748488,1.04962753342985,-0.247212498371606,0.80476605,
"86",,"Sat:school.hols4",0.00177049695013541,0.0118989786898602,-0.0215510727348002,0.025092066635071,1.00177206520525,0.978679492354553,1.02540952218302,0.148794026469192,0.88172933,
"87",,"Sun:school.hols1",0.0304185802988703,0.0320301569780082,-0.03235937379719,0.0931965343949306,1.0308859522056,0.968158588724784,1.09767744544272,0.949685645304692,0.34237275,
"88",,"Sun:school.hols3",0.0044660719204515,0.0269969882046915,-0.0484470526517964,0.0573791964926994,1.0044760596828,0.952707781321072,1.05905732508745,0.16542852434463,0.86862138,
"89",,"Sun:school.hols4",0.0110310188633249,0.0119149855773046,-0.0123219237445062,0.0343839614711561,1.01109208488549,0.987753680310147,1.03498192362806,0.925810509106833,0.35464253,
"90",,"Sat:day1Yes",-0.00582732705840389,0.0306297830620448,-0.0658605987142866,0.0542059445974788,0.994189618879433,0.936261371233904,1.05570199589138,-0.190250353605177,0.84912991,
"91",,"Sun:day1Yes",0.0333814661348414,0.0305411600100285,-0.0264781075308894,0.0932410398005722,1.03394487897952,0.973869364007128,1.09772629910981,1.09299928764593,0.27450968,
"92","Sydney","(Intercept)",-5.93388756413912,0.484432336849165,-6.88335749731006,-4.98441763096818,0.00264816703255022,0.00102469784285357,0.00684376246246081,-12.2491566164517,0,"***"
"93",,".cbv1.l1",-0.0445298373903725,0.0524015726040976,-0.147235032427665,0.0581753576469196,0.956447061783515,0.863091099179435,1.05990084113257,-0.849780553854799,0.39553628,
"94",,".cbv1.l2",-0.0488400280356098,0.0342438236403824,-0.1159566890637,0.0182766329924809,0.952333464168575,0.890513791448351,1.01844467282225,-1.42624341687167,0.15393494,
"95",,".cbv1.l3",0.0202776328279999,0.0382418654043842,-0.0546750460662214,0.0952303117222212,1.02048462073211,0.946792762003065,1.09991214861799,0.530246958760416,0.59599233,
"96",,".cbv2.l1",0.0300081099998839,0.0344153178079539,-0.0374446734202056,0.0974608934199734,1.03046289097356,0.963247709447842,1.10236833086503,0.871940516933091,0.3833326,
"97",,".cbv2.l2",0.0632794150223079,0.0252063219415013,0.0138759318342436,0.112682898210372,1.06532446530801,1.01397264940744,1.11927695194445,2.51045809734425,0.01212615,"*"
"98",,".cbv2.l3",0.00266219251533587,0.0273510386101857,-0.0509448581003925,0.0562692431310642,1.00266573929654,0.950331072148226,1.05788247298544,0.0973342385010732,0.92246952,
